,geometry,FID,Activity,ActivityDa,ComName,MonYr,FinYr,Detection1,Date_S
820,POINT Z (153.48189 -27.57366699922516 0),820,InfestTreat,10/12/2013,Bitou bush,,2013 - 2014,<Null>,July13_Dec13
821,POINT Z (153.5161870000001 -27.48401999922684 0),821,InfestTreat,11/12/2013,Bitou bush,,2013 - 2014,<Null>,July13_Dec13
822,POINT Z (153.452807 -27.38905999922862 0),822,InfestTreat,12/12/2013,Bitou bush,,2013 - 2014,<Null>,July13_Dec13
823,POINT Z (153.451767 -27.3897819992286 0),823,InfestTreat,12/12/2013,Bitou bush,,2013 - 2014,<Null>,July13_Dec13
824,POINT Z (153.5073480000001 -27.42184799922804 0),824,InfestTreat,12/12/2013,Bitou bush,,2013 - 2014,<Null>,July13_Dec13
825,POINT Z (153.0997920000001 -25.91117799925771 0),825,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
826,POINT Z (153.0997500000001 -25.91123299925768 0),826,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
827,POINT Z (153.458617 -27.66476299922346 0),827,InfestTreat,6/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
828,POINT Z (153.45727 -27.66874799922336 0),828,InfestTreat,6/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
829,POINT Z (153.4562020000001 -27.68238799922313 0),829,InfestTreat,6/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
830,POINT Z (153.528802 -27.45686199922735 0),830,InfestTreat,4/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
831,POINT Z (153.5161420000001 -27.48395499922684 0),831,InfestTreat,4/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
832,POINT Z (153.49617 -27.53738999922579 0),832,InfestTreat,4/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
833,POINT Z (153.495883 -27.53810999922579 0),833,InfestTreat,4/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
834,POINT Z (153.494912 -27.54064299922577 0),834,InfestTreat,4/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
835,POINT Z (153.4938050000001 -27.54352199922572 0),835,InfestTreat,4/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
836,POINT Z (153.4800230000001 -27.580769999225 0),836,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
837,POINT Z (153.48154 -27.57439299922513 0),837,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
838,POINT Z (153.481745 -27.57461499922514 0),838,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
839,POINT Z (153.481983 -27.57377299922511 0),839,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
840,POINT Z (153.482662 -27.57331199922515 0),840,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
841,POINT Z (153.4639050000001 -27.63888999922394 0),841,InfestTreat,30/05/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
842,POINT Z (153.4575120000001 -27.67046499922332 0),842,InfestTreat,30/05/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
843,POINT Z (153.4576400000001 -27.67005699922334 0),843,InfestTreat,30/05/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
844,POINT Z (153.540332 -27.43915299922768 0),844,InfestTreat,4/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
845,POINT Z (153.4948400000001 -27.54056499922581 0),845,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
846,POINT Z (153.494487 -27.54107299922575 0),846,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
847,POINT Z (153.492023 -27.54680699922567 0),847,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
848,POINT Z (153.485617 -27.56242799922539 0),848,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
849,POINT Z (153.4819 -27.57472999922514 0),849,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
850,POINT Z (153.482252 -27.57342799922514 0),850,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
851,POINT Z (153.482252 -27.57341399922518 0),851,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
852,POINT Z (153.4779950000001 -27.58859299922488 0),852,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
853,POINT Z (153.476538 -27.59276699922479 0),853,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
854,POINT Z (153.4790370000001 -28.1258219992149 0),854,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
855,POINT Z (153.5018180000001 -28.14960199921451 0),855,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
856,POINT Z (153.505675 -28.15374999921443 0),856,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
857,POINT Z (153.509725 -28.15713699921433 0),857,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
858,POINT Z (153.51108 -28.15821799921431 0),858,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
859,POINT Z (153.5123170000001 -28.15934199921429 0),859,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
860,POINT Z (153.5124400000001 -28.15934999921427 0),860,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
861,POINT Z (153.512727 -28.15960199921431 0),861,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
862,POINT Z (153.5131550000001 -28.1597899992143 0),862,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
863,POINT Z (153.513688 -28.16015199921427 0),863,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
864,POINT Z (153.5358920000001 -28.16567799921421 0),864,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
865,POINT Z (153.5366180000001 -28.16598699921417 0),865,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
866,POINT Z (153.4744330000001 -27.59637799922475 0),866,InfestTreat,5/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
867,POINT Z (153.468567 -27.62221699922422 0),867,InfestTreat,6/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
868,POINT Z (153.099683 -25.91124499925771 0),868,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
869,POINT Z (153.1073130000001 -25.92136699925747 0),869,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
870,POINT Z (153.1074050000001 -25.92153299925751 0),870,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
871,POINT Z (153.10387 -25.9169379992576 0),871,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
872,POINT Z (153.1030480000001 -25.91723699925758 0),872,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
873,POINT Z (153.1030900000001 -25.91726999925756 0),873,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
874,POINT Z (153.107347 -25.92134799925745 0),874,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
875,POINT Z (153.1085380000001 -25.92345499925746 0),875,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
876,POINT Z (153.4561200000001 -27.68063699922314 0),876,InfestTreat,30/05/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
877,POINT Z (153.4559770000001 -27.68365999922307 0),877,InfestTreat,30/05/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
878,POINT Z (153.0744950000001 -25.84273999925908 0),878,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
879,POINT Z (153.0729580000001 -25.84171799925912 0),879,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
880,POINT Z (153.07304 -25.83847499925914 0),880,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
881,POINT Z (153.073797 -25.83586999925923 0),881,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
882,POINT Z (153.0747180000001 -25.84462699925906 0),882,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
883,POINT Z (153.0752520000001 -25.847889999259 0),883,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
884,POINT Z (153.0752 -25.84934799925893 0),884,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
885,POINT Z (153.0994380000001 -25.91312299925765 0),885,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
886,POINT Z (153.0994820000001 -25.9108219992577 0),886,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
887,POINT Z (153.0838670000001 -25.89306099925805 0),887,InfestTreat,18/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
888,POINT Z (153.0736370000001 -25.84101199925911 0),888,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
889,POINT Z (153.07289 -25.83962699925917 0),889,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
890,POINT Z (153.0714400000001 -25.83531999925922 0),890,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
891,POINT Z (153.101408 -25.91767999925752 0),891,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
892,POINT Z (153.1023270000001 -25.91725699925759 0),892,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
893,POINT Z (153.0840880000001 -25.8848519992582 0),893,InfestTreat,18/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
894,POINT Z (153.0744880000001 -25.8407699992591 0),894,InfestTreat,19/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
895,POINT Z (153.07375 -25.8406329992591 0),895,InfestTreat,19/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
896,POINT Z (153.072483 -25.83719299925922 0),896,InfestTreat,19/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
897,POINT Z (153.0736420000001 -25.83668199925921 0),897,InfestTreat,19/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
898,POINT Z (153.0718320000001 -25.83485499925925 0),898,InfestTreat,19/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
899,POINT Z (153.074105 -25.83985199925916 0),899,InfestTreat,19/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
900,POINT Z (153.0746630000001 -25.84441199925904 0),900,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
901,POINT Z (153.09951 -25.91337299925764 0),901,InfestTreat,20/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
902,POINT Z (153.1023570000001 -25.91745999925759 0),902,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
903,POINT Z (153.1018700000001 -25.9169399992576 0),903,InfestTreat,21/06/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
904,POINT Z (153.4447630000001 -28.06835999921596 0),904,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
905,POINT Z (153.4447280000001 -28.06868199921593 0),905,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
906,POINT Z (153.4449880000001 -28.06934199921596 0),906,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
907,POINT Z (153.445017 -28.06980499921592 0),907,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
908,POINT Z (153.444692 -28.06924499921592 0),908,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
909,POINT Z (153.4501730000001 -28.08357199921571 0),909,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
910,POINT Z (153.4616050000001 -28.09745699921541 0),910,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
911,POINT Z (153.461802 -28.09765999921541 0),911,InfestTreat,30/04/2012,Bitou bush,,<2012 - 2013,<Null>,Jan12_Jun12
912,POINT Z (153.451363 -27.71245299922255 0),912,InfestTreat,7/11/2012,Bitou bush,,2012 - 2013,<Null>,July12_Dec12
913,POINT Z (153.427672 -27.73892499922207 0),913,Treatment,11/12/2012,Bitou bush,,2012 - 2013,<Null>,July12_Dec12
914,POINT Z (153.505753 -28.15391799921439 0),914,InfestTreat,25/02/2016,Bitou bush,2016-02,2015 - 2016,<Null>,Jan16_Jun16
915,POINT Z (153.122297 -25.5200249992657 0),915,InfestTreat,5/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
916,POINT Z (153.4164950000001 -27.24029499923148 0),916,InfestTreat,14/04/2016,Bitou bush,2016-04,2015 - 2016,<Null>,Jan16_Jun16
917,POINT Z (153.415018 -27.23570899923156 0),917,InfestTreat,14/04/2016,Bitou bush,2016-04,2015 - 2016,<Null>,Jan16_Jun16
918,POINT Z (153.5371660000001 -27.43952699922768 0),918,InfestTreat,9/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
919,POINT Z (153.5294210000001 -27.45044599922749 0),919,InfestTreat,10/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
920,POINT Z (153.4925000000001 -27.54418599922568 0),920,InfestTreat,11/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
921,POINT Z (153.490409 -27.5457889992257 0),921,InfestTreat,11/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
922,POINT Z (153.490132 -27.54945899922563 0),922,InfestTreat,11/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
923,POINT Z (153.4850560000001 -27.54345399922573 0),923,InfestTreat,11/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
924,POINT Z (153.485985 -27.54024099922577 0),924,InfestTreat,11/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
925,POINT Z (153.4760990000001 -27.5936549992248 0),925,InfestTreat,12/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
926,POINT Z (153.475544 -27.59456199922478 0),926,InfestTreat,12/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
927,POINT Z (153.5309880000001 -27.4479119992275 0),927,InfestTreat,10/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
928,POINT Z (153.0997620000001 -25.9112039992577 0),928,Infestation,18/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
929,POINT Z (153.0997620000001 -25.9112039992577 0),929,Infestation,18/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
930,POINT Z (153.5389120000001 -27.43661999922775 0),930,InfestTreat,9/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
931,POINT Z (153.531787 -27.44702999922754 0),931,InfestTreat,10/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
932,POINT Z (153.5181530000001 -27.48188799922686 0),932,InfestTreat,10/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
933,POINT Z (153.46402 -27.63523499922397 0),933,InfestTreat,12/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
934,POINT Z (153.509318 -27.50261699922648 0),934,InfestTreat,17/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
935,POINT Z (153.5064600000001 -27.51028299922637 0),935,InfestTreat,17/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
936,POINT Z (153.4877680000001 -27.55981199922538 0),936,InfestTreat,18/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
937,POINT Z (153.482198 -27.57331499922515 0),937,InfestTreat,18/05/2016,Bitou bush,2016-05,2015 - 2016,<Null>,Jan16_Jun16
938,POINT Z (153.1348750000001 -26.7179369992416 0),938,Infestation,17/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
939,POINT Z (153.482205 -27.57350499922518 0),939,Infestation,24/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
940,POINT Z (153.4902500000001 -27.54764999922563 0),940,Treatment,24/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
941,POINT Z (153.4801630000001 -27.580901999225 0),941,Treatment,24/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
942,POINT Z (153.476977 -27.59217799922481 0),942,Treatment,24/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
943,POINT Z (153.475945 -27.5925449992248 0),943,Treatment,24/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
944,POINT Z (153.5093000000001 -27.50266199922648 0),944,Treatment,25/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
945,POINT Z (153.4752080000001 -27.59608999922474 0),945,Treatment,26/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
946,POINT Z (153.47527 -27.59616299922473 0),946,Treatment,26/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
947,POINT Z (153.4751180000001 -27.59624299922476 0),947,Treatment,26/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
948,POINT Z (153.4749370000001 -27.5959029992247 0),948,Treatment,26/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
949,POINT Z (153.4753750000001 -27.5966679992247 0),949,Treatment,26/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
950,POINT Z (153.4753800000001 -27.59668299922471 0),950,Treatment,27/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
951,POINT Z (153.0735120000001 -25.84123499925911 0),951,Infestation,1/11/2016,Bitou bush,2016-11,2016 - 2017,<Null>,July16_Dec16
952,POINT Z (153.108065 -25.92243999925747 0),952,Infestation,1/11/2016,Bitou bush,2016-11,2016 - 2017,<Null>,July16_Dec16
953,POINT Z (153.1646440000001 -25.97970799925627 0),953,Infestation,2/11/2016,Bitou bush,2016-11,2016 - 2017,<Null>,July16_Dec16
954,POINT Z (153.170705 -25.9655279992566 0),954,Infestation,2/11/2016,Bitou bush,2016-11,2016 - 2017,<Null>,July16_Dec16
955,POINT Z (153.0753120000001 -25.84932199925893 0),955,Infestation,3/11/2016,Bitou bush,2016-11,2016 - 2017,<Null>,July16_Dec16
956,POINT Z (153.0856670000001 -25.76197199926075 0),956,Infestation,17/11/2016,Bitou bush,2016-11,2016 - 2017,<Null>,July16_Dec16
957,POINT Z (153.416868 -27.24574099923139 0),957,InfestTreat,22/03/2017,Bitou bush,2017-03,2016 - 2017,<Null>,Jan17_Jun17
958,POINT Z (153.424246 -27.30011499923035 0),958,InfestTreat,23/03/2017,Bitou bush,2017-03,2016 - 2017,<Null>,Jan17_Jun17
959,POINT Z (153.5374280000001 -27.43959399922769 0),959,InfestTreat,16/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
960,POINT Z (153.5378860000001 -27.43964699922773 0),960,InfestTreat,16/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
961,POINT Z (153.0858450000001 -25.7611079992608 0),961,InfestTreat,16/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
962,POINT Z (153.537269 -27.4388049992277 0),962,InfestTreat,16/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
963,POINT Z (153.539171 -27.43648299922775 0),963,InfestTreat,16/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
964,POINT Z (153.086578 -25.75016099926098 0),964,InfestTreat,16/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
965,POINT Z (153.5371630000001 -27.43903299922769 0),965,InfestTreat,16/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
966,POINT Z (153.4754150000001 -27.59670499922471 0),966,InfestTreat,17/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
967,POINT Z (153.487736 -27.55985999922545 0),967,InfestTreat,17/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
968,POINT Z (153.4759220000001 -27.59350999922483 0),968,InfestTreat,17/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
969,POINT Z (153.0764590000001 -25.78722399926027 0),969,InfestTreat,17/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
970,POINT Z (153.4753800000001 -27.59553799922478 0),970,InfestTreat,17/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
971,POINT Z (153.4822 -27.57337699922516 0),971,InfestTreat,17/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
972,POINT Z (153.4850750000001 -27.54280799922578 0),972,InfestTreat,15/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
973,POINT Z (153.485855 -27.5361659992259 0),973,InfestTreat,15/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
974,POINT Z (153.485053598 -27.54345300222576 0),974,InfestTreat,7/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
975,POINT Z (153.4862400000001 -27.5398709992258 0),975,InfestTreat,7/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
976,POINT Z (153.486112 -27.53714199922587 0),976,InfestTreat,7/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
977,POINT Z (153.4863120000001 -27.53644199922588 0),977,InfestTreat,7/10/2016,Bitou bush,2016-10,2016 - 2017,<Null>,July16_Dec16
978,POINT Z (153.4862400000001 -27.53595899922587 0),978,InfestTreat,15/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
979,POINT Z (153.509262 -27.50268499922648 0),979,InfestTreat,29/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
980,POINT Z (153.0751740000001 -25.84935599925895 0),980,InfestTreat,31/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
981,POINT Z (153.482792 -27.56988999922522 0),981,InfestTreat,30/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
982,POINT Z (153.0998820000001 -25.91160399925769 0),982,InfestTreat,1/06/2017,Bitou bush,2017-06,2016 - 2017,<Null>,Jan17_Jun17
983,POINT Z (153.094139 -26.16088799925265 0),983,InfestTreat,1/06/2017,Bitou bush,2017-06,2016 - 2017,<Null>,Jan17_Jun17
984,POINT Z (153.1029920000001 -25.91726099925758 0),984,InfestTreat,2/06/2017,Bitou bush,2017-06,2016 - 2017,<Null>,Jan17_Jun17
985,POINT Z (153.1417050000001 -26.02900599925535 0),985,InfestTreat,24/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
986,POINT Z (153.1853430000001 -25.93816199925718 0),986,InfestTreat,24/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
987,POINT Z (153.156955 -25.99479399925601 0),987,InfestTreat,24/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
988,POINT Z (153.1848470000001 -25.93799399925715 0),988,InfestTreat,24/05/2017,Bitou bush,2017-05,2016 - 2017,<Null>,Jan17_Jun17
989,POINT Z (153.5504890000001 -28.16380999921425 0),989,InfestTreat,8/12/2016,Bitou bush,2016-12,2016 - 2017,<Null>,July16_Dec16
990,POINT Z (153.5507020000001 -28.16381999921422 0),990,InfestTreat,8/12/2016,Bitou bush,2016-12,2016 - 2017,<Null>,July16_Dec16
991,POINT Z (153.5326600000001 -28.17523599921406 0),991,InfestTreat,13/02/2017,Bitou bush,2017-02,2016 - 2017,<Null>,Jan17_Jun17
